Day,Start,End,Work unit description,Duration,Task,Month,Year,Weekday,Task Category
2022-06-08,1:35 PM,5:51 PM,,256,Work,2022-06,2022,Wednesday,Career
2022-06-08,10:42 PM,11:14 PM,,32,Thesis,2022-06,2022,Wednesday,Research
2022-06-09,9:40 AM,12:01 PM,,141,Work,2022-06,2022,Thursday,Career
2022-06-09,1:44 PM,5:56 PM,,251,Work,2022-06,2022,Thursday,Career
2022-06-09,7:38 PM,9:58 PM,,140,Homework,2022-06,2022,Thursday,School
2022-06-10,10:00 AM,11:33 AM,,92,Work,2022-06,2022,Friday,Career
2022-06-10,1:33 PM,4:30 PM,,177,Work,2022-06,2022,Friday,Career
2022-06-11,1:28 PM,3:46 PM,,138,Thesis,2022-06,2022,Saturday,Research
2022-06-11,4:17 PM,5:49 PM,,92,Thesis,2022-06,2022,Saturday,Research
2022-06-11,7:07 PM,8:15 PM,,68,Thesis,2022-06,2022,Saturday,Research
2022-06-12,12:54 PM,3:16 PM,,142,Homework,2022-06,2022,Sunday,School
2022-06-12,3:54 PM,5:13 PM,,79,Homework,2022-06,2022,Sunday,School
2022-06-12,9:54 PM,11:13 PM,,79,Personal Growth,2022-06,2022,Sunday,Personal Growth
2022-06-12,11:13 PM,11:30 PM,,17,Thesis,2022-06,2022,Sunday,Research
2022-06-13,8:35 AM,9:35 AM,,59,Thesis,2022-06,2022,Monday,Research
2022-06-13,9:35 AM,12:07 PM,,152,Work,2022-06,2022,Monday,Career
2022-06-13,1:49 PM,3:38 PM,,109,Thesis,2022-06,2022,Monday,Research
2022-06-13,4:53 PM,5:31 PM,,37,Thesis,2022-06,2022,Monday,Research
2022-06-13,7:40 PM,9:43 PM,,123,Thesis,2022-06,2022,Monday,Research
2022-06-13,10:59 PM,11:59 PM,,60,Homework,2022-06,2022,Monday,School
2022-06-14,12:00 AM,12:10 AM,,10,Homework,2022-06,2022,Tuesday,School
2022-06-14,8:15 AM,10:48 AM,,153,Homework,2022-06,2022,Tuesday,School
2022-06-14,10:48 AM,11:28 AM,,40,Thesis,2022-06,2022,Tuesday,Research
2022-06-14,2:00 PM,5:56 PM,,236,Thesis,2022-06,2022,Tuesday,Research
2022-06-14,7:53 PM,9:36 PM,,103,Thesis,2022-06,2022,Tuesday,Research
2022-06-15,8:22 AM,11:29 AM,,187,Thesis,2022-06,2022,Wednesday,Research
2022-06-15,1:31 PM,2:01 PM,,30,Thesis,2022-06,2022,Wednesday,Research
2022-06-15,2:04 PM,4:02 PM,,119,Work,2022-06,2022,Wednesday,Career
2022-06-15,4:07 PM,5:57 PM,,110,Thesis,2022-06,2022,Wednesday,Research
2022-06-15,8:20 PM,11:06 PM,,166,Homework,2022-06,2022,Wednesday,School
2022-06-16,10:20 AM,11:36 AM,,76,Homework,2022-06,2022,Thursday,School
2022-06-16,2:16 PM,4:43 PM,,147,Homework,2022-06,2022,Thursday,School
2022-06-16,7:13 PM,10:33 PM,,154,Homework,2022-06,2022,Thursday,School
2022-06-17,8:25 AM,2:57 PM,,392,Thesis,2022-06,2022,Friday,Research
2022-06-17,3:57 PM,6:20 PM,,143,Thesis,2022-06,2022,Friday,Research
2022-06-17,8:50 PM,10:51 PM,,121,Thesis,2022-06,2022,Friday,Research
2022-06-18,9:40 AM,3:29 PM,,349,Thesis,2022-06,2022,Saturday,Research
2022-06-18,4:29 PM,9:28 PM,,299,Thesis,2022-06,2022,Saturday,Research
2022-06-19,9:59 AM,2:00 PM,,241,Thesis,2022-06,2022,Sunday,Research
2022-06-19,8:21 PM,11:32 PM,,191,Thesis,2022-06,2022,Sunday,Research
2022-06-20,9:59 AM,3:59 PM,,360,Thesis,2022-06,2022,Monday,Research
2022-06-22,9:18 AM,9:50 AM,,31,Application Exam Prepare,2022-06,2022,Wednesday,Application
2022-06-22,9:57 AM,12:15 PM,,138,Work,2022-06,2022,Wednesday,Career
2022-06-22,1:31 PM,2:01 PM,,30,Application Exam Prepare,2022-06,2022,Wednesday,Application
2022-06-22,2:02 PM,3:35 PM,,93,Work,2022-06,2022,Wednesday,Career
2022-06-22,3:35 PM,4:13 PM,,39,Application Exam Prepare,2022-06,2022,Wednesday,Application
2022-06-22,4:14 PM,5:00 PM,,45,Personal Growth,2022-06,2022,Wednesday,Personal Growth
2022-06-22,8:35 PM,9:19 PM,,45,Read Books,2022-06,2022,Wednesday,Personal Growth
2022-06-23,8:55 AM,10:15 AM,,79,Application Exam Prepare,2022-06,2022,Thursday,Application
2022-06-23,2:00 PM,3:09 PM,,69,Application Exam Prepare,2022-06,2022,Thursday,Application
2022-06-23,3:09 PM,5:31 PM,,141,Homework,2022-06,2022,Thursday,School
2022-06-24,9:24 AM,10:25 AM,,61,Data Science & Programming,2022-06,2022,Friday,Data Science & Programming
2022-06-24,10:41 AM,11:35 AM,,28,Application Exam Prepare,2022-06,2022,Friday,Application
2022-06-24,1:31 PM,2:15 PM,,45,Personal Growth,2022-06,2022,Friday,Personal Growth
2022-06-24,2:15 PM,4:59 PM,,158,Application Exam Prepare,2022-06,2022,Friday,Application
2022-06-26,3:33 PM,5:40 PM,,127,Personal Growth,2022-06,2022,Sunday,Personal Growth
2022-06-26,6:06 PM,8:42 PM,,156,Personal Growth,2022-06,2022,Sunday,Personal Growth
2022-06-27,11:02 AM,11:54 AM,,52,School Exam Prepare,2022-06,2022,Monday,School
2022-06-27,1:24 PM,3:25 PM,,121,School Exam Prepare,2022-06,2022,Monday,School
2022-06-27,3:27 PM,4:46 PM,,78,Homework,2022-06,2022,Monday,School
2022-06-27,7:38 PM,8:29 PM,,51,School Exam Prepare,2022-06,2022,Monday,School
2022-06-28,9:02 AM,10:40 AM,,98,Application Exam Prepare,2022-06,2022,Tuesday,Application
2022-06-28,10:42 AM,11:43 AM,,61,School Exam Prepare,2022-06,2022,Tuesday,School
2022-06-28,2:30 PM,4:39 PM,,111,School Exam Prepare,2022-06,2022,Tuesday,School
2022-06-28,10:19 PM,11:17 PM,,18,School Exam Prepare,2022-06,2022,Tuesday,School
2022-06-29,9:56 AM,11:56 AM,,120,School Exam Prepare,2022-06,2022,Wednesday,School
2022-06-29,1:47 PM,2:46 PM,,47,Application Exam Prepare,2022-06,2022,Wednesday,Application
2022-06-29,2:46 PM,4:06 PM,,80,Application Exam Prepare,2022-06,2022,Wednesday,Application
2022-06-30,9:50 AM,3:39 PM,,350,Homework,2022-06,2022,Thursday,School
2022-07-01,2:58 PM,3:58 PM,,60,Homework,2022-07,2022,Friday,School
2022-07-01,10:58 PM,11:58 PM,,60,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-02,10:10 AM,12:24 PM,,134,Homework,2022-07,2022,Saturday,School
2022-07-02,2:22 PM,2:37 PM,,14,Personal Growth,2022-07,2022,Saturday,Personal Growth
2022-07-02,2:37 PM,5:17 PM,,160,Homework,2022-07,2022,Saturday,School
2022-07-03,10:11 AM,12:28 PM,,137,Homework,2022-07,2022,Sunday,School
2022-07-03,2:18 PM,4:22 PM,,123,Homework,2022-07,2022,Sunday,School
2022-07-04,9:56 AM,10:15 AM,,19,Personal Growth,2022-07,2022,Monday,Personal Growth
2022-07-04,10:15 AM,12:41 PM,,145,Data Science & Programming,2022-07,2022,Monday,Data Science & Programming
2022-07-04,1:40 PM,2:30 PM,,50,Data Science & Programming,2022-07,2022,Monday,Data Science & Programming
2022-07-04,3:20 PM,5:04 PM,,104,Homework,2022-07,2022,Monday,School
2022-07-05,8:49 AM,9:15 AM,,26,Personal Growth,2022-07,2022,Tuesday,Personal Growth
2022-07-05,9:16 AM,10:43 AM,,86,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-05,3:42 PM,5:52 PM,,130,Homework,2022-07,2022,Tuesday,School
2022-07-05,10:30 PM,10:41 PM,,11,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-06,9:48 AM,1:07 PM,,199,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-06,4:05 PM,6:09 PM,,124,Homework,2022-07,2022,Wednesday,School
2022-07-07,9:47 AM,11:57 AM,,129,Data Science & Programming,2022-07,2022,Thursday,Data Science & Programming
2022-07-07,1:14 PM,5:25 PM,,251,Homework,2022-07,2022,Thursday,School
2022-07-08,10:07 AM,10:24 AM,,17,Application Exam Prepare,2022-07,2022,Friday,Application
2022-07-08,10:24 AM,12:40 PM,,136,Homework,2022-07,2022,Friday,School
2022-07-10,11:26 PM,11:50 PM,,24,Homework,2022-07,2022,Sunday,School
2022-07-11,12:01 AM,1:31 AM,,90,Data Science & Programming,2022-07,2022,Monday,Data Science & Programming
2022-07-11,9:00 AM,4:43 PM,,298,Data Science & Programming,2022-07,2022,Monday,Data Science & Programming
2022-07-12,2:25 PM,4:48 PM,,143,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-12,10:56 PM,11:59 PM,,63,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-13,12:00 AM,12:30 AM,,30,Data Science & Programming,2022-07,2022,Wednesday,Data Science & Programming
2022-07-13,9:00 AM,10:00 AM,,60,Data Science & Programming,2022-07,2022,Wednesday,Data Science & Programming
2022-07-13,1:36 PM,3:44 PM,,128,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-13,4:03 PM,5:13 PM,,70,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-14,2:37 PM,5:07 PM,,149,Data Science & Programming,2022-07,2022,Thursday,Data Science & Programming
2022-07-14,8:27 PM,11:59 PM,,212,Data Science & Programming,2022-07,2022,Thursday,Data Science & Programming
2022-07-15,12:00 AM,12:11 AM,,11,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-15,1:15 PM,1:30 PM,,15,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-16,1:00 PM,3:17 PM,,138,Personal Growth,2022-07,2022,Saturday,Personal Growth
2022-07-17,11:45 AM,1:20 PM,,94,Application Exam Prepare,2022-07,2022,Sunday,Application
2022-07-17,2:20 PM,4:30 PM,,129,Application Exam Prepare,2022-07,2022,Sunday,Application
2022-07-17,9:59 PM,10:47 PM,,48,Personal Growth,2022-07,2022,Sunday,Personal Growth
2022-07-18,9:38 AM,11:39 AM,,120,Application Exam Prepare,2022-07,2022,Monday,Application
2022-07-18,1:35 PM,2:57 PM,,82,Application Exam Prepare,2022-07,2022,Monday,Application
2022-07-19,3:15 PM,6:40 PM,,205,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-19,8:51 PM,10:27 PM,,95,Data Science & Programming,2022-07,2022,Tuesday,Data Science & Programming
2022-07-20,11:28 AM,12:18 PM,,49,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-20,1:28 PM,1:56 PM,,27,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-20,4:02 PM,5:24 PM,,82,Application Exam Prepare,2022-07,2022,Wednesday,Application
2022-07-20,5:28 PM,6:36 PM,,68,Data Science & Programming,2022-07,2022,Wednesday,Data Science & Programming
2022-07-21,9:19 AM,12:25 PM,,186,Application Exam Prepare,2022-07,2022,Thursday,Application
2022-07-21,9:11 PM,10:14 PM,,63,Application Exam Prepare,2022-07,2022,Thursday,Application
2022-07-22,10:03 AM,12:42 PM,,158,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-22,2:47 PM,4:52 PM,,125,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-23,1:04 PM,4:15 PM,,191,Data Science & Programming,2022-07,2022,Saturday,Data Science & Programming
2022-07-23,8:19 PM,9:49 PM,,90,Data Science & Programming,2022-07,2022,Saturday,Data Science & Programming
2022-07-24,8:53 PM,10:12 PM,,80,Application Exam Prepare,2022-07,2022,Sunday,Application
2022-07-25,9:59 AM,1:59 PM,,240,Application Exam Prepare,2022-07,2022,Monday,Application
2022-07-27,11:49 AM,1:00 PM,,70,Data Science & Programming,2022-07,2022,Wednesday,Data Science & Programming
2022-07-29,10:37 AM,12:36 PM,,119,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-29,2:47 PM,5:26 PM,,158,Data Science & Programming,2022-07,2022,Friday,Data Science & Programming
2022-07-30,10:21 AM,11:59 AM,,98,Data Science & Programming,2022-07,2022,Saturday,Data Science & Programming
2022-07-30,2:06 PM,4:07 PM,,122,Data Science & Programming,2022-07,2022,Saturday,Data Science & Programming
2022-07-30,10:51 PM,11:46 PM,,54,Personal Growth,2022-07,2022,Saturday,Personal Growth
2022-07-31,9:45 AM,11:49 AM,,124,Data Science & Programming,2022-07,2022,Sunday,Data Science & Programming
2022-07-31,3:09 PM,4:07 PM,,57,Data Science & Programming,2022-07,2022,Sunday,Data Science & Programming
2022-07-31,7:29 PM,8:16 PM,,46,Data Science & Programming,2022-07,2022,Sunday,Data Science & Programming
2022-07-31,8:40 PM,9:03 PM,,24,Data Science & Programming,2022-07,2022,Sunday,Data Science & Programming
2022-08-01,9:32 AM,1:21 PM,,229,Data Science & Programming,2022-08,2022,Monday,Data Science & Programming
2022-08-02,12:03 AM,12:29 AM,,26,Personal Growth,2022-08,2022,Tuesday,Personal Growth
2022-08-02,1:16 PM,1:50 PM,,34,Data Science & Programming,2022-08,2022,Tuesday,Data Science & Programming
2022-08-03,1:39 PM,4:06 PM,,147,Thesis,2022-08,2022,Wednesday,Research
2022-08-04,10:44 AM,12:23 PM,,98,Thesis,2022-08,2022,Thursday,Research
2022-08-04,1:29 PM,3:31 PM,,121,Thesis,2022-08,2022,Thursday,Research
2022-08-11,11:07 AM,12:14 PM,,67,Data Science & Programming,2022-08,2022,Thursday,Data Science & Programming
2022-08-12,10:22 PM,11:47 PM,,85,Personal Growth,2022-08,2022,Friday,Personal Growth
2022-08-13,10:28 AM,2:03 PM,,204,Data Science & Programming,2022-08,2022,Saturday,Data Science & Programming
2022-08-13,5:07 PM,8:09 PM,,183,Data Science & Programming,2022-08,2022,Saturday,Data Science & Programming
2022-08-14,10:07 PM,11:37 PM,,90,Personal Growth,2022-08,2022,Sunday,Personal Growth
2022-08-15,10:58 AM,12:58 PM,,120,Personal Growth,2022-08,2022,Monday,Personal Growth
2022-08-16,10:30 AM,1:30 PM,,180,Personal Growth,2022-08,2022,Tuesday,Personal Growth
2022-08-16,2:26 PM,5:01 PM,,155,Data Science & Programming,2022-08,2022,Tuesday,Data Science & Programming
2022-08-17,10:51 AM,11:40 AM,,49,Personal Growth,2022-08,2022,Wednesday,Personal Growth
2022-08-18,11:33 AM,2:37 PM,,183,Data Science & Programming,2022-08,2022,Thursday,Data Science & Programming
2022-08-19,7:27 PM,9:47 PM,,140,Work,2022-08,2022,Friday,Career
2022-08-20,10:49 PM,11:59 PM,,69,Work,2022-08,2022,Saturday,Career
2022-08-21,12:00 AM,12:26 AM,,26,Data Science & Programming,2022-08,2022,Sunday,Data Science & Programming
2022-08-22,11:49 AM,2:30 PM,,160,Data Science & Programming,2022-08,2022,Monday,Data Science & Programming
2022-08-22,3:56 PM,4:13 PM,,17,Data Science & Programming,2022-08,2022,Monday,Data Science & Programming
2022-08-22,4:13 PM,5:46 PM,,92,Personal Growth,2022-08,2022,Monday,Personal Growth
2022-08-23,12:50 PM,1:56 PM,,66,Work,2022-08,2022,Tuesday,Career
2022-08-23,2:59 PM,5:29 PM,,150,Work,2022-08,2022,Tuesday,Career
2022-08-24,2:02 PM,4:54 PM,,171,Work,2022-08,2022,Wednesday,Career
2022-08-24,8:26 PM,10:26 PM,,120,Work,2022-08,2022,Wednesday,Career
2022-08-25,12:11 PM,2:57 PM,,165,Work,2022-08,2022,Thursday,Career
2022-08-25,4:37 PM,6:06 PM,,88,Work,2022-08,2022,Thursday,Career
2022-08-26,1:33 PM,3:08 PM,,94,Work,2022-08,2022,Friday,Career
2022-08-26,8:58 PM,9:24 PM,,26,Homework,2022-08,2022,Friday,School
2022-08-26,9:57 PM,11:34 PM,,97,Work,2022-08,2022,Friday,Career
2022-08-27,1:08 PM,1:40 PM,,32,Work,2022-08,2022,Saturday,Career
2022-08-27,8:08 PM,10:11 PM,,123,Work,2022-08,2022,Saturday,Career
2022-08-28,10:24 AM,11:59 AM,,95,Work,2022-08,2022,Sunday,Career
2022-08-28,2:00 PM,5:00 PM,,180,Work,2022-08,2022,Sunday,Career
2022-08-28,7:22 PM,8:48 PM,,86,Work,2022-08,2022,Sunday,Career
2022-08-28,10:31 PM,11:31 PM,,60,Work,2022-08,2022,Sunday,Career
2022-08-29,8:32 AM,9:22 AM,,50,Personal Growth,2022-08,2022,Monday,Personal Growth
2022-08-29,9:22 AM,11:10 AM,,108,Work,2022-08,2022,Monday,Career
2022-08-30,10:27 AM,11:27 AM,,60,Work,2022-08,2022,Tuesday,Career
2022-08-30,2:46 PM,5:11 PM,,145,Homework,2022-08,2022,Tuesday,School
2022-08-31,4:17 PM,6:03 PM,,106,Homework,2022-08,2022,Wednesday,School
2022-08-31,7:18 PM,9:05 PM,,107,Homework,2022-08,2022,Wednesday,School
2022-09-01,9:26 AM,12:08 PM,,163,Personal Growth,2022-09,2022,Thursday,Personal Growth
2022-09-01,3:45 PM,4:29 PM,,44,Work,2022-09,2022,Thursday,Career
2022-09-01,7:15 PM,8:02 PM,,47,Work,2022-09,2022,Thursday,Career
2022-09-02,10:52 AM,12:11 PM,,79,Personal Growth,2022-09,2022,Friday,Personal Growth
2022-09-02,2:41 PM,4:07 PM,,86,Personal Growth,2022-09,2022,Friday,Personal Growth
2022-09-02,4:27 PM,5:50 PM,,82,Work,2022-09,2022,Friday,Career
2022-09-03,2:56 PM,4:13 PM,,77,Personal Growth,2022-09,2022,Saturday,Personal Growth
2022-09-04,3:22 PM,5:22 PM,,120,Personal Growth,2022-09,2022,Sunday,Personal Growth
2022-09-05,10:12 AM,1:19 PM,,187,Personal Growth,2022-09,2022,Monday,Personal Growth
2022-09-05,4:43 PM,5:13 PM,,30,Personal Growth,2022-09,2022,Monday,Personal Growth
2022-09-05,9:00 PM,9:47 PM,,47,Work,2022-09,2022,Monday,Career
2022-09-06,9:53 AM,11:54 AM,,120,Personal Growth,2022-09,2022,Tuesday,Personal Growth
2022-09-07,9:50 AM,11:30 AM,,100,Work,2022-09,2022,Wednesday,Career
2022-09-07,1:32 PM,5:32 PM,,240,Work,2022-09,2022,Wednesday,Career
2022-09-07,7:33 PM,10:33 PM,,180,Work,2022-09,2022,Wednesday,Career
2022-09-08,10:20 AM,11:20 AM,,60,Work,2022-09,2022,Thursday,Career
2022-09-08,11:26 AM,11:30 AM,,4,Personal Growth,2022-09,2022,Thursday,Personal Growth
2022-09-10,3:47 PM,4:47 PM,,60,Personal Growth,2022-09,2022,Saturday,Personal Growth
2022-09-10,7:47 PM,10:47 PM,,180,Graduate School Application,2022-09,2022,Saturday,Application
2022-09-11,2:11 PM,6:11 PM,,240,Work,2022-09,2022,Sunday,Career
2022-09-12,9:58 AM,12:03 PM,,125,Graduate School Application,2022-09,2022,Monday,Application
2022-09-12,1:50 PM,4:57 PM,,187,Work,2022-09,2022,Monday,Career
2022-09-12,8:37 PM,10:07 PM,,90,Read Books,2022-09,2022,Monday,Personal Growth
2022-09-13,10:35 AM,11:35 AM,,60,Graduate School Application,2022-09,2022,Tuesday,Application
2022-09-13,2:00 PM,6:00 PM,,240,Work,2022-09,2022,Tuesday,Career
2022-09-15,9:49 AM,11:05 AM,,76,Work,2022-09,2022,Thursday,Career
2022-09-15,3:48 PM,5:28 PM,,100,Work,2022-09,2022,Thursday,Career
2022-09-15,9:40 PM,10:40 PM,,60,Work,2022-09,2022,Thursday,Career
2022-09-16,9:00 AM,9:50 AM,,50,Work,2022-09,2022,Friday,Career
2022-09-16,2:20 PM,5:00 PM,,160,Work,2022-09,2022,Friday,Career
2022-09-18,10:12 AM,12:12 PM,,120,Data Science & Programming,2022-09,2022,Sunday,Data Science & Programming
2022-09-18,2:53 PM,5:29 PM,,155,Work,2022-09,2022,Sunday,Career
2022-09-19,10:00 AM,10:23 AM,,23,Personal Growth,2022-09,2022,Monday,Personal Growth
2022-09-19,10:23 AM,11:54 AM,,91,Data Science & Programming,2022-09,2022,Monday,Data Science & Programming
2022-09-19,3:03 PM,5:43 PM,,161,Work,2022-09,2022,Monday,Career
2022-09-19,9:34 PM,10:34 PM,,60,Work,2022-09,2022,Monday,Career
2022-09-20,10:14 AM,11:14 AM,,60,Graduate School Application,2022-09,2022,Tuesday,Application
2022-09-21,10:15 AM,12:19 PM,,123,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-21,1:00 PM,3:16 PM,,136,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-21,4:47 PM,5:51 PM,,64,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-22,10:05 AM,11:43 AM,,99,Data Science & Programming,2022-09,2022,Thursday,Data Science & Programming
2022-09-22,3:16 PM,5:08 PM,,112,Data Science & Programming,2022-09,2022,Thursday,Data Science & Programming
2022-09-22,7:39 PM,9:19 PM,,99,Graduate School Application,2022-09,2022,Thursday,Application
2022-09-23,10:17 AM,11:59 AM,,102,Data Science & Programming,2022-09,2022,Friday,Data Science & Programming
2022-09-24,3:47 PM,5:27 PM,,100,Data Science & Programming,2022-09,2022,Saturday,Data Science & Programming
2022-09-24,6:42 PM,9:25 PM,,163,Graduate School Application,2022-09,2022,Saturday,Application
2022-09-25,10:56 AM,11:12 AM,,16,Data Science & Programming,2022-09,2022,Sunday,Data Science & Programming
2022-09-25,1:24 PM,4:45 PM,,201,Data Science & Programming,2022-09,2022,Sunday,Data Science & Programming
2022-09-26,10:48 AM,11:28 AM,,40,Graduate School Application,2022-09,2022,Monday,Application
2022-09-26,4:41 PM,5:41 PM,,60,Data Science & Programming,2022-09,2022,Monday,Data Science & Programming
2022-09-26,8:40 PM,9:20 PM,,40,Work,2022-09,2022,Monday,Career
2022-09-27,9:40 AM,11:27 AM,,107,Data Science & Programming,2022-09,2022,Tuesday,Data Science & Programming
2022-09-27,11:31 AM,12:25 PM,,54,Data Science & Programming,2022-09,2022,Tuesday,Data Science & Programming
2022-09-27,2:32 PM,4:43 PM,,130,Data Science & Programming,2022-09,2022,Tuesday,Data Science & Programming
2022-09-28,9:33 AM,12:28 PM,,174,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-28,1:00 PM,4:25 PM,,205,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-28,6:00 PM,8:05 PM,,125,Data Science & Programming,2022-09,2022,Wednesday,Data Science & Programming
2022-09-29,9:45 AM,12:12 PM,,147,Data Science & Programming,2022-09,2022,Thursday,Data Science & Programming
2022-09-29,1:12 PM,2:27 PM,,75,Work,2022-09,2022,Thursday,Career
2022-09-29,5:30 PM,5:54 PM,,24,Graduate School Application,2022-09,2022,Thursday,Application
2022-09-29,5:55 PM,8:55 PM,,180,Thesis,2022-09,2022,Thursday,Research
2022-09-30,10:50 AM,12:01 PM,,71,Data Science & Programming,2022-09,2022,Friday,Data Science & Programming
2022-10-02,1:02 PM,1:12 PM,,10,Thesis,2022-10,2022,Sunday,Research
2022-10-02,1:57 PM,4:18 PM,,141,Thesis,2022-10,2022,Sunday,Research
2022-10-02,4:26 PM,6:00 PM,,94,Thesis,2022-10,2022,Sunday,Research
2022-10-03,11:20 AM,12:50 PM,VIZ,90,Data Science & Programming,2022-10,2022,Monday,Data Science & Programming
2022-10-03,1:10 PM,5:05 PM,VIZ,235,Data Science & Programming,2022-10,2022,Monday,Data Science & Programming
2022-10-05,2:40 PM,5:40 PM,VIZ,180,Data Science & Programming,2022-10,2022,Wednesday,Data Science & Programming
2022-10-05,9:40 PM,11:40 PM,VIZ,120,Data Science & Programming,2022-10,2022,Wednesday,Data Science & Programming
2022-10-06,8:26 AM,9:20 AM,VIZ,54,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-06,10:46 AM,12:40 PM,VIZ,113,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-06,2:40 PM,3:05 PM,VIZ,25,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-06,3:40 PM,5:50 PM,VIZ,130,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-06,8:42 PM,10:31 PM,,109,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-07,10:29 AM,11:29 AM,,60,Data Science & Programming,2022-10,2022,Friday,Data Science & Programming
2022-10-07,1:29 PM,3:47 PM,,138,Data Science & Programming,2022-10,2022,Friday,Data Science & Programming
2022-10-07,10:00 PM,11:29 PM,,89,Data Science & Programming,2022-10,2022,Friday,Data Science & Programming
2022-10-08,10:15 AM,10:49 AM,,34,Thesis,2022-10,2022,Saturday,Research
2022-10-08,4:08 PM,5:00 PM,,52,Thesis,2022-10,2022,Saturday,Research
2022-10-09,1:30 PM,4:30 PM,,180,Graduate School Application,2022-10,2022,Sunday,Application
2022-10-09,9:52 PM,10:52 PM,,60,Data Science & Programming,2022-10,2022,Sunday,Data Science & Programming
2022-10-10,10:23 AM,12:20 PM,,116,Thesis,2022-10,2022,Monday,Research
2022-10-10,1:28 PM,3:01 PM,,93,Thesis,2022-10,2022,Monday,Research
2022-10-11,3:07 PM,4:27 PM,,79,Data Science & Programming,2022-10,2022,Tuesday,Data Science & Programming
2022-10-11,6:27 PM,7:19 PM,CYBER SECURITY,52,Data Science & Programming,2022-10,2022,Tuesday,Data Science & Programming
2022-10-11,8:19 PM,9:59 PM,PLANNING,100,Personal Growth,2022-10,2022,Tuesday,Personal Growth
2022-10-12,8:37 AM,9:19 AM,,41,Data Science & Programming,2022-10,2022,Wednesday,Data Science & Programming
2022-10-12,3:34 PM,5:34 PM,,120,Data Science & Programming,2022-10,2022,Wednesday,Data Science & Programming
2022-10-12,9:34 PM,10:34 PM,,60,Graduate School Application,2022-10,2022,Wednesday,Application
2022-10-13,1:34 PM,3:52 PM,,138,Graduate School Application,2022-10,2022,Thursday,Application
2022-10-13,3:52 PM,5:00 PM,,68,Data Science & Programming,2022-10,2022,Thursday,Data Science & Programming
2022-10-14,10:00 AM,10:59 AM,,59,Graduate School Application,2022-10,2022,Friday,Application
2022-10-14,4:59 PM,7:36 PM,,157,Data Science & Programming,2022-10,2022,Friday,Data Science & Programming
2022-10-15,9:26 AM,12:16 PM,,170,Data Science & Programming,2022-10,2022,Saturday,Data Science & Programming
2022-10-15,5:48 PM,6:48 PM,,60,Graduate School Application,2022-10,2022,Saturday,Application
2022-10-16,2:25 PM,3:45 PM,,79,Data Science & Programming,2022-10,2022,Sunday,Data Science & Programming
2022-10-16,5:56 PM,7:46 PM,,110,Data Science & Programming,2022-10,2022,Sunday,Data Science & Programming
2022-10-17,9:09 PM,10:09 PM,,60,Graduate School Application,2022-10,2022,Monday,Application
2022-10-18,12:09 PM,2:09 PM,,121,Graduate School Application,2022-10,2022,Tuesday,Application
2022-10-18,2:36 PM,4:00 PM,,84,Graduate School Application,2022-10,2022,Tuesday,Application
2022-10-18,8:21 PM,10:15 PM,,114,Graduate School Application,2022-10,2022,Tuesday,Application
2022-10-19,1:44 PM,2:46 PM,,62,Graduate School Application,2022-10,2022,Wednesday,Application
2022-10-19,8:49 PM,9:36 PM,,46,Work,2022-10,2022,Wednesday,Career
2022-10-20,2:17 PM,4:59 PM,,162,Graduate School Application,2022-10,2022,Thursday,Application
2022-10-20,5:10 PM,7:24 PM,,134,Work,2022-10,2022,Thursday,Career
2022-10-21,11:52 AM,3:05 PM,,193,Graduate School Application,2022-10,2022,Friday,Application
2022-10-22,3:05 PM,5:05 PM,,120,Graduate School Application,2022-10,2022,Saturday,Application
2022-10-22,7:04 PM,10:04 PM,,180,Work,2022-10,2022,Saturday,Career
